1921-10-22,W,HOME,23,205,7,0,No Poll,No Poll,No Poll,84
1921-10-29,W,AWAY,23,317,28,7,No Poll,No Poll,No Poll,56
1921-11-05,W,AWAY,23,114,28,0,No Poll,No Poll,No Poll,10
1921-11-08,W,POLO GROUNDS,23,227,48,0,No Poll,No Poll,No Poll,111
1921-11-12,W,HOME,23,352,42,7,No Poll,No Poll,No Poll,49
1921-11-19,W,AWAY,23,262,21,7,No Poll,No Poll,No Poll,71
1921-11-24,W,HOME,23,37,48,0,No Poll,No Poll,No Poll,77
1922-09-30,W,HOME,23,392,46,0,No Poll,No Poll,No Poll,61
1922-10-07,W,HOME,23,419,26,0,No Poll,No Poll,No Poll,113
1922-10-14,W,AWAY,23,270,20,0,No Poll,No Poll,No Poll,106
1922-10-21,W,HOME,23,269,34,7,No Poll,No Poll,No Poll,36
1922-10-28,W,AWAY,23,459,13,3,No Poll,No Poll,No Poll,45
1922-11-04,W,HOME,23,266,27,0,No Poll,No Poll,No Poll,56
1922-11-11,T,AWAY,23,114,0,0,No Poll,No Poll,No Poll,10
1922-11-18,W,AWAY,23,241,31,3,No Poll,No Poll,No Poll,17
1922-11-25,W,AWAY,23,454,19,0,No Poll,No Poll,No Poll,21
1922-11-30,L,AWAY,23,205,6,14,No Poll,No Poll,No Poll,84
1923-09-29,W,HOME,23,353,74,0,No Poll,No Poll,No Poll,61
1923-10-06,W,HOME,23,466,14,0,No Poll,No Poll,No Poll,66
1923-10-13,W,EBBETS FIELD,23,306,13,0,No Poll,No Poll,No Poll,10
1923-10-20,W,AWAY,23,69,25,2,No Poll,No Poll,No Poll,105
1923-10-27,W,HOME,23,459,35,7,No Poll,No Poll,No Poll,45
1923-11-03,W,HOME,23,270,34,7,No Poll,No Poll,No Poll,106
1923-11-10,L,AWAY,23,205,7,14,No Poll,No Poll,No Poll,84
1923-11-17,W,HOME,23,241,34,7,No Poll,No Poll,No Poll,17
1923-11-24,W,AWAY,23,454,26,0,No Poll,No Poll,No Poll,21
1923-11-29,W,AWAY,23,146,13,0,No Poll,No Poll,No Poll,113
1924-10-04,W,HOME,23,466,40,0,No Poll,No Poll,No Poll,66
1924-10-11,W,HOME,23,385,34,0,No Poll,No Poll,No Poll,141
1924-10-18,W,POLO GROUNDS,23,306,13,7,No Poll,No Poll,No Poll,10
1924-10-25,W,AWAY,23,69,12,0,No Poll,No Poll,No Poll,105
1924-11-01,W,HOME,23,459,34,3,No Poll,No Poll,No Poll,45
1924-11-08,W,AWAY,23,262,38,3,No Poll,No Poll,No Poll,150
1924-11-15,W,HOME,23,205,34,6,No Poll,No Poll,No Poll,84
1924-11-22,W,SOLDIER FIELD,23,232,13,6,No Poll,No Poll,No Poll,90
1924-11-29,W,FORBES FIELD,23,454,40,19,No Poll,No Poll,No Poll,21
1925-01-01,W,ROSE BOWL,23,231,27,10,No Poll,No Poll,No Poll,125
1925-09-26,W,HOME,23,195,41,0,No Poll,No Poll,No Poll,12
1925-10-03,W,HOME,23,467,69,0,No Poll,No Poll,No Poll,66
1925-10-10,W,HOME,23,439,19,3,No Poll,No Poll,No Poll,13
1925-10-17,L,YANKEE STADIUM,23,306,0,27,No Poll,No Poll,No Poll,10
1925-10-24,W,AWAY,23,130,19,7,No Poll,No Poll,No Poll,78
1925-10-31,W,AWAY,23,459,13,0,No Poll,No Poll,No Poll,45
1925-11-07,T,AWAY,23,256,0,0,No Poll,No Poll,No Poll,101
1925-11-14,W,HOME,23,454,26,0,No Poll,No Poll,No Poll,21
1925-11-21,W,HOME,23,232,13,10,No Poll,No Poll,No Poll,90
1925-11-26,L,AWAY,23,173,0,17,No Poll,No Poll,No Poll,84
1926-10-02,W,HOME,23,408,77,0,No Poll,No Poll,No Poll,13
1926-10-09,W,AWAY,23,130,20,7,No Poll,No Poll,No Poll,78
1926-10-16,W,HOME,23,256,28,0,No Poll,No Poll,No Poll,101
1926-10-23,W,AWAY,23,232,6,0,No Poll,No Poll,No Poll,90
1926-10-30,W,HOME,23,459,12,0,No Poll,No Poll,No Poll,45
1926-11-06,W,HOME,23,241,26,0,No Poll,No Poll,No Poll,56
1926-11-13,W,YANKEE STADIUM,23,51,7,0,No Poll,No Poll,No Poll,10
1926-11-20,W,HOME,23,368,21,0,No Poll,No Poll,No Poll,38
1926-11-27,L,FORBES FIELD,23,454,0,19,No Poll,No Poll,No Poll,21
1926-12-04,W,AWAY,23,254,13,12,No Poll,No Poll,No Poll,121
1927-10-01,W,HOME,23,361,28,7,No Poll,No Poll,No Poll,30
1927-10-08,W,AWAY,23,112,20,0,No Poll,No Poll,No Poll,37
1927-10-15,W,AWAY,23,62,19,6,No Poll,No Poll,No Poll,83
1927-10-22,W,AWAY,23,241,19,6,No Poll,No Poll,No Poll,56
1927-10-29,W,HOME,23,459,26,7,No Poll,No Poll,No Poll,45
1927-11-05,T,HOME,23,130,7,7,No Poll,No Poll,No Poll,78
1927-11-12,L,YANKEE STADIUM,23,51,0,18,No Poll,No Poll,No Poll,10
1927-11-19,W,AWAY,23,368,32,0,No Poll,No Poll,No Poll,38
1927-11-26,W,SOLDIER FIELD,23,254,7,6,No Poll,No Poll,No Poll,121
1928-09-29,W,HOME,23,131,12,6,No Poll,No Poll,No Poll,69
1928-10-06,L,AWAY,23,232,6,22,No Poll,No Poll,No Poll,150
1928-10-13,W,SOLDIER FIELD,23,62,7,0,No Poll,No Poll,No Poll,83
1928-10-20,L,AWAY,23,459,0,13,No Poll,No Poll,No Poll,45
1928-10-27,W,HOME,23,368,32,6,No Poll,No Poll,No Poll,38
1928-11-03,W,PHILADELPHIA,23,256,9,0,No Poll,No Poll,No Poll,101
1928-11-10,W,YANKEE STADIUM,23,51,12,6,No Poll,No Poll,No Poll,10
1928-11-17,L,HOME,23,454,7,27,No Poll,No Poll,No Poll,21
1928-12-01,L,AWAY,23,254,14,27,No Poll,No Poll,No Poll,121
1929-10-05,W,AWAY,23,241,14,0,No Poll,No Poll,No Poll,56
1929-10-12,W,AWAY,23,62,14,7,No Poll,No Poll,No Poll,83
1929-10-19,W,SOLDIER FIELD,23,232,19,0,No Poll,No Poll,No Poll,150
1929-10-26,W,AWAY,23,454,7,0,No Poll,No Poll,No Poll,21
1929-11-02,W,AWAY,23,459,26,6,No Poll,No Poll,No Poll,45
1929-11-09,W,SOLDIER FIELD,23,368,19,7,No Poll,No Poll,No Poll,38
